TMSTAMP,Air_Temperature_Avg,Relative_Humidity,SLP,Rain_ICA_Tot,WS_Mean,Wind_Speed_Max,Snow_Depth_Avg,Solar_Radiation_Avg,Soil_Temperature_5cm,Soil_Temperature_10cm,Soil_Temperature_20cm,Soil_Temperature_50cm,Soil_Temperature_100cm,Soil_Moisture_5cm,Soil_Moisture_10cm,Soil_Moisture_20cm,Soil_Moisture_50cm,Soil_Moisture_100cm
2024-02-03 00:00:00,1.5434,78.96,1015.31,0,1.40777,2.72113,-0.000460887,-8.143,,,,,,,,,,
2024-02-02 23:59:00,1.4874,79.28,1015.31,0,1.95755,3.05433,0.000306582,-6.045,,,,,,,,,,
2024-02-02 23:58:00,1.437,79.6,1015.21,0,2.51288,4.10947,0.00178109,-7.922,,,,,,,,,,
2024-02-02 23:57:00,1.4271,79.6,1015.21,0,2.30186,2.8322,0.00188733,-6.109,,,,,,,,,,
2024-02-02 23:56:00,1.3409,79.89,1015.21,0,2.46846,3.4986,0.000463128,-7.986,,,,,,,,,,
2024-02-02 23:55:00,1.367,79.72,1015.21,0,1.76874,2.44347,0.00139147,-6.181,,,,,,,,,,
2024-02-02 23:54:00,1.3683,79.72,1015.21,0,1.54105,2.22133,0.00145714,-8.004,,,,,,,,,,
2024-02-02 23:53:00,1.3827,79.57,1015.21,0,1.13288,2.05473,-0.0000137448,-6.156,,,,,,,,,,
2024-02-02 23:52:00,1.4142,79.34,1015.21,0,0.963503,1.8326,0.000276864,-8.233,,,,,,,,,,
2024-02-02 23:51:00,1.479,79.12,1015.21,0,1.15509,1.55493,-0.000843108,-6.277,,,,,,,,,,
2024-02-02 23:50:00,1.4748,79.24,1015.11,0,1.36057,2.11027,0.000583935,-7.94,,,,,,,,,,
2024-02-02 23:49:00,1.4284,79.48,1015.11,0,2.06306,2.77667,0.00184443,-6.188,,,,,,,,,,
2024-02-02 23:48:00,1.3483,79.76,1015.11,0,1.67988,2.88773,0.00189787,-8.133,,,,,,,,,,
2024-02-02 23:47:00,1.331,79.75,1015.11,0,1.27727,2.1658,0.0000570774,-6.331,,,,,,,,,,
2024-02-02 23:46:00,1.3913,79.64,1015.11,0,2.03807,3.22093,-0.0000221252,-8.254,,,,,,,,,,
2024-02-02 23:45:00,1.3683,79.48,1015.11,0,1.54105,3.05433,0.000903499,-6.292,,,,,,,,,,
2024-02-02 23:44:00,1.3899,79.05,1015.11,0,1.77151,2.61007,-0.000154209,-8.344,,,,,,,,,,
2024-02-02 23:43:00,1.479,78.89,1015.11,0,0.752477,1.94367,0.000120604,-6.427,,,,,,,,,,
2024-02-02 23:42:00,1.4777,78.96,1015.11,0,0.90797,1.3328,0.000206888,-8.261,,,,,,,,,,
2024-02-02 23:41:00,1.466,79.05,1015.11,0,1.01071,1.72153,0.000778353,-6.363,,,,,,,,,,
2024-02-02 23:40:00,1.466,79.2,1015.11,0,1.42165,2.8322,0.00182005,-8.193,,,,,,,,,,
2024-02-02 23:39:00,1.4631,79.2,1015.01,0,1.24395,2.77667,0.00131028,-6.492,,,,,,,,,,
2024-02-02 23:38:00,1.4399,79.09,1015.01,0,1.75763,2.72113,0.000226963,-8.136,,,,,,,,,,
2024-02-02 23:37:00,1.466,79.01,1015.01,0,0.560887,1.4994,0.00160233,-6.57,,,,,,,,,,
2024-02-02 23:36:00,1.4687,79.01,1015.01,0,1.09956,2.22133,0.000234771,-8.147,,,,,,,,,,
2024-02-02 23:35:00,1.4959,79.08,1015.01,0,1.72431,2.77667,0.000705361,-6.417,,,,,,,,,,
2024-02-02 23:34:00,1.522,79.11,1014.91,0,2.06306,3.10987,0.0000010252,-8.154,,,,,,,,,,
2024-02-02 23:33:00,1.526,79.11,1014.91,0,1.56604,3.05433,0.0000820398,-6.513,,,,,,,,,,
2024-02-02 23:32:00,1.5679,78.83,1014.91,0,1.11622,1.61047,-0.000433135,-8.487,,,,,,,,,,
2024-02-02 23:31:00,1.621,78.57,1014.91,0,1.20507,1.77707,0.00119044,-6.474,,,,,,,,,,
2024-02-02 23:30:00,1.6279,78.57,1014.91,0,1.91312,2.38793,0.000289035,-8.19,,,,,,,,,,
2024-02-02 23:29:00,1.6956,78.26,1014.91,0,2.59896,3.6652,-0.000338542,-6.51,,,,,,,,,,
2024-02-02 23:28:00,1.746,78.05,1014.91,0,0.871873,1.88813,0.000122952,-8.458,,,,,,,,,,
2024-02-02 23:27:00,1.746,78.04,1014.91,0,0.247123,0.944067,-0.00114105,-6.474,,,,,,,,,,
2024-02-02 23:26:00,1.746,78.04,1014.91,0,1.52161,1.9992,0.00113024,-8.104,,,,,,,,,,
2024-02-02 23:25:00,1.7447,78.16,1014.81,0,2.02697,3.22093,-0.000234783,-6.317,,,,,,,,,,
2024-02-02 23:24:00,1.7287,78.46,1014.81,0,2.22411,2.72113,0.00100857,-8.201,,,,,,,,,,
2024-02-02 23:23:00,1.69,78.51,1014.81,0,2.69337,4.165,0.00106192,-6.374,,,,,,,,,,
